Product Name,Product Info,Product Rating,Ratings Count,Product Price,Product Details,Material and Care,Specifications
"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a jersey-lined, drawstring hood, a kangaroo pocket, long sleeves and wide ribbing at the cuffs and hem. Soft brushed inside.","The model (height 5'11"") is wearing a size 40",Sleeve Length: Long Sleeves,Neck: Hood,Pattern: Solid,Length: Regular,Type: Pullover,Print or Pattern Type: Solid,Hood: Hooded,Number of Pockets: 2
"Blue and white striped casual shirt, has a button-down collar, long sleeves, curved hem, one patch pocket",Slim fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Button-Down Collar,Fit: Slim Fit,Print or Pattern Type: Vertical Stripes,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Black solid opaque Casual shirt ,has a spread collar,  button placket,  na pocket, short regular sleeves,  straight hem",Fit: Slim FitThe model (height 6') is wearing a size 40,Sleeve Length: Short Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Solid,Occasion: Casual,Length: Regular,Hemline: Straight,Placket: Button Placket
"Black solid pullover ,has a turtle neck,  long sleeves,  ribbed hem",The model (height 6') is wearing a size M,Fabric: Acrylic,Pattern: Solid,Sleeve Length: Long Sleeves,Neck: Turtle Neck,Occasion: Casual,Type: Pullover,Print or Pattern Type: Solid,Wash Care: Machine Wash
"Green and navy blue checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Regular Fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Regular Fit,Print or Pattern Type: Tartan Checks,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"White tartan checks checked opaque Casual shirt ,has a cutaway collar,  button placket,  long roll-up sleeves,  curved hem","Size worn by the model: M-102CMChest: 40""Height: 6'",Sleeve Length: Long Sleeves,Collar: Cutaway Collar,Fit: Regular Fit,Print or Pattern Type: Tartan Checks,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Blue windowpane checks checked opaque Casual shirt ,has a spread collar, button placket , long regular sleeves, curved hem",Fit: Slim FitThe model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Windowpane Checks,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Blue checked opaque casual shirt, has a spread collar, button placket, long regular sleeves, curved hem","Slim FitSize worn by the model: MChest: 40""Height: 6'1""",Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Other Checks,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Black and white checked casual shirt, has a mandarin collar, long sleeves, curved hem",Regular Fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Mandarin Collar,Fit: Regular Fit,Print or Pattern Type: Gingham Checks,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
Sepcial Technology:Engineered with Dri-Fit technologyProduct Design Details:Black solid sweatshirtHooded2 kangaroo pocket pocketsLong sleevesZip closureStraight hemWarranty: 6 months against manufacturing defects (not valid on products with more than 20% discount),The model (height 6') is wearing a size M,Sleeve Length: Long Sleeves,Neck: Hood,Pattern: Solid,Length: Regular,Type: Front-Open,Print or Pattern Type: Solid,Hood: Hooded,Closure: Zip
"White and Mustard yellow colourblocked T-shirt, has a round neck, and short sleeves",The model (height 6') is wearing a size M,Fabric: Pure Cotton,Fit: Regular Fit,Length: Regular,Main Trend: Colourblocked,Multipack Set: Single,Neck: Round Neck,Occasion: Casual,Pattern: Colourblocked
Take the sporty look to the streets with the HRX Men's Active T-shirt. This black solid T-shirt can be styled in a million ways to create a look that will be rememberedFeaturesActive T-shirt for your daily workoutsRaglan sleeves help in unrestricted arm & shoulder movementStyle: Round NeckSleeve: Short SleevesColour: BlackPrint: SolidFit: Regular,The model (height 6') is wearing a size M,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Round Neck,Occasion: Sports,Pattern: Solid,Print or Pattern Type: Solid
"Teal green Tropical printed T-shirt, has a round neck, and long sleeves",Slim Fit The model (height 6') is wearing a size M,Fit: Slim Fit,Length: Regular,Main Trend: Tropical,Multipack Set: Single,Neck: Round Neck,Occasion: Casual,Pattern: Printed,Pattern Coverage: All-Over
"Olive typography printed opaque Casual shirt ,has a spread collar,  button placket,  1 patch pocket, long regular sleeves,  curved hem",Fit: Slim FitThe model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Typography,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Teal green T-shirt for menSolid Regular lengthPolo collarShort, regular sleevesKnitted pure cotton fabricButton closure",Regular Fit  The model (height 6') is wearing a size M,Closure: Button,Fabric: Pure Cotton,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Polo Collar,Occasion: Casual
"Taupe typography printed sweatshirt has a round neck, long sleeves, ribbed hem",The model (height 6') is wearing a size M,Sleeve Length: Long Sleeves,Neck: Round Neck,Pattern: Printed,Length: Regular,Type: Pullover,Print or Pattern Type: Typography,Occasion: Casual,Hemline: Ribbed
"Black solid T-shirt, has a round neck, short sleeves",The model (height 6') is wearing a size M,Fabric: Cotton,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Round Neck,Occasion: Casual,Pattern: Solid
"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a lined, drawstring hood, long sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",The model (height 6') is wearing a size M,Sleeve Length: Long Sleeves,Neck: Hood,Pattern: Solid,Length: Regular,Type: Pullover,Print or Pattern Type: Solid,Hood: Hooded,Number of Pockets: 2
"Black solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Slim fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Solid,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Blue printed casual shirt, has a mandarin collar collar, button placket, long sleeves, curved hem",Regular fit The model (height 6 and shoulders 18) is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Mandarin Collar,Fit: Regular Fit,Print or Pattern Type: Solid,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Black solid jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem, and unlined lining",The model (height 6') is wearing a size M,Sleeve Length: Long Sleeves,Type: Denim Jacket,Collar: Spread Collar,Print or Pattern Type: Solid,Length: Regular,Closure: Button,Lining Fabric: Unlined,Number of Pockets: 4
"Yellow self design semi sheer casual shirt ,has a spread collar, button and loop, short regular sleeves, curved hem",Brand Fit: Relaxed  Fit: Boxy  The model (height 6') is wearing a size 40,Sleeve Length: Short Sleeves,Collar: Spread Collar,Fit: Boxy,Brand Fit Name: Relaxed,Print or Pattern Type: Geometric,Occasion: Casual,Length: Regular,Hemline: Curved
"Yellow and blue T-shirt for menStripedRegular lengthPolo collarShort, regular sleevesKnitted cotton fabricButton closure",Regular Fit  The model (height 6') is wearing a size M,Closure: Button,Fabric: Pure Cotton,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Polo Collar,Occasion: Casual
"Black Tshirt for men   Solid   Regular length   Polo collar   Short,  regular sleeves   Knitted cotton fabric   Button closure",Regular Fit  The model (height 6') is wearing a size M,Closure: Button,Fabric: Cotton,Fabric 2: Polyester,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Polo Collar
"White typography printed opaque Casual shirt ,has a spread collar,  button placket,  1 patch pocket, long regular sleeves,  curved hem",Brand Fit:  Fit: Slim Fit  The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Typography,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Blue and White striped casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 patch pocket",Slim fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Mandarin Collar,Fit: Slim Fit,Print or Pattern Type: Vertical Stripes,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Swap your usual T-shirt with the HRX Men's Running T-shirt and feel your run become easier and more comfortable. Designed with Rapid Dry technology, it wicks away sweat to keep you cool and dry from start to finish.FeaturesRapid Dry technology wicks sweat and dries fastAnti-Microbial technology keeps odor-causing microbes awayLightweight fabric makes movement easierTypographic print across chestNeck: Round NeckSleeve Style: RegularSleeve Length: ShortT-shirt Length: RegularColor: Jet BlackFit: Regular",The model (height 6') is wearing a size L,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Round Neck,Occasion: Sports,Pattern: Solid,Print or Pattern Type: Solid
"Black solid T-shirt, has a round neck, short sleeves",The model (height 6') is wearing a size M,Fabric: Pure Cotton,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Round Neck,Occasion: Casual,Pattern: Solid
"Beige and Black printed T-shirt, has a round neck, and short sleeves",The model (height 6') is wearing a size M,Fabric: Cotton,Fabric 2: Polyester,Fit: Regular Fit,Length: Regular,Main Trend: Typography or Slogan Print,Multipack Set: Single,Neck: Round Neck,Occasion: Casual
Product design detailsLightweight jacket provides insulation and helps maintain body temperature in mild coldBreathable fabric helps sweat dry fast.Zippered pockets keep your essentials safeStyle: Full Front Open ZipperSleeve: Full SleevesColour: Olive greenFit: RegularAbout HRX by Hrithik Roshan Active Bomber JacketThe HRX Men's Running Jacket - lightweight yet sturdy; breathable yet warm - just right for a quick run before the weather gets really cold.,The model (height 6') is wearing a size M,Sleeve Length: Long Sleeves,Type: Bomber,Collar: Stand Collar,Print or Pattern Type: Solid,Length: Regular,Closure: Zip,Lining Fabric: Polyester,Number of Pockets: 2
"Black solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Slim fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Solid,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"White solid casual shirt, has a mandarin collar, a button placket, 1 pocket, long sleeves with roll-up tab features, curved hem",Slim fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Mandarin Collar,Fit: Slim Fit,Print or Pattern Type: Solid,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Red T-shirt for menBrand logo printedRegular lengthRound neckShort, regular sleevesKnitted cotton fabric",Regular Fit  The model (height 6') is wearing a size M,Fabric: Cotton,Fabric 2: Polyester,Fit: Regular Fit,Length: Regular,Main Trend: Typography or Slogan Print,Multipack Set: Single,Neck: Round Neck,Occasion: Casual
"Maroon solid pullover has a round neck, long sleeves, straight hem",The model (height 6') is wearing a size M,Sleeve Length: Long Sleeves,Neck: Round Neck,Pattern: Solid,Length: Regular,Type: Pullover,Print or Pattern Type: Solid,Occasion: Casual,Hemline: Straight
"Red Tshirt for men   Solid   Regular length   Round neck   Short,  raglan sleeves   Woven polyester fabric",Slim Fit  The model (height 6') is wearing a size M,"Care for me: Follow the garment wash care label<br>
Can be tumble dried in a cool setting if machine washed<br>
Prevent static build-up by drying while damp<br>
Use low heat to iron",Fabric: Polyester,Fabric 2: Elastane,Fit: Slim Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Round Neck
"Turquoise Blue solid T-shirt, has a round neck, short sleeves, one pocketGreenturn T-shirts - 100% sustainable range",The model (height 6') is wearing a size M,Fabric: Organic Cotton,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Round Neck,Number of Pockets: 1,Occasion: Casual
"Purple T-shirt for menSolidRegular lengthPolo collarShort, regular sleevesKnitted pure cotton fabricButton closure",Slim Fit  The model (height 6') is wearing a size M,Closure: Button,Fabric: Pure Cotton,Fit: Slim Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Polo Collar,Occasion: Casual
"Maroon & black t-shirt for menSolid  Regular lengthPolo collarShort, regular sleevesKnitted pure cotton fabricButton closure",Slim FitThe model (height 6') is wearing a size M,Closure: Button,Fabric: Pure Cotton,Fit: Slim Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Polo Collar,Occasion: Casual
"Product DetailsBlack solid sporty jacketSlim fitSide zip pockets for secure storage solutionsFull-zip closure with mock neckRibbed sleeve cuffs for snug fitPUMA Cat Logo at left chestAbout the productKeep it simple, keep it cool and keep it sporty with the Zippered Full-Zip Men's Jacket. Complete with a full zip and subtle PUMA branding, you can elevate your layering game to the next level.",Slim FitThe model (height 6') is wearing a size M,Sleeve Length: Long Sleeves,Type: Sporty Jacket,Collar: Mock Collar,Print or Pattern Type: Solid,Length: Regular,Closure: Zip,Lining Fabric: Unlined,Number of Pockets: 2
"Black solid casual shirt, has a spread collar, button placket, and curved hem",Slim fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Solid,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Navy Blue and Olive green checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Regular Fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Regular Fit,Print or Pattern Type: Tartan Checks,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Olive green windowpane checked opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll up sleeves, curved hem",Brand Fit: Classic  Fit: Regular Fit  The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Regular Fit,Brand Fit Name: Classic,Print or Pattern Type: Windowpane Checks,Occasion: Casual,Length: Regular,Hemline: Curved
"Olive green casual shirt, has a mandarin collar, a full button placket, long sleeves, a patch pocket, and a curved hem",Slim fit The model (height 6'5'') is wearing a size M,Sleeve Length: Long Sleeves,Collar: Mandarin Collar,Fit: Slim Fit,Print or Pattern Type: Solid,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
When you step out in the HRX Men's Active T-shirt you'll have the perfect balance of comfort and style. This charcoal grey T-shirt with raglan sleeves can be paired with chinos or shorts depending on where you're goingFeatures & BenefitsAdvanced Rapid Dry Technology processed at the yarn level wicks sweat & dries fastN9 Anti-odor technology prevents the growth of odour-causing microbes keeping you fresh & hygienic all dayActive T-shirt for your daily workoutsRaglan sleeves help in unrestricted arm & shoulder movementReflective logosStyle: Round NeckSleeve: Short SleevesColour: Charcoal greyPrint: SolidFit: Regular,Slim fitThe model (height 6') is wearing a size M,Fabric: Polyester,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Round Neck,Occasion: Sports,Pattern: Solid
"Pink Graphic printed sweatshirthas a round neck,long sleeves,No closure,ribbed hem","Size worn by the model: MChest: 40""Height: 6'2""",Sleeve Length: Long Sleeves,Neck: Round Neck,Pattern: Printed,Length: Regular,Type: Pullover,Print or Pattern Type: Graphic,Occasion: Casual,Hemline: Ribbed
"White solid casual shirt, has a spread collar, long sleeves, button placket, 1 pocket and curved hem",Slim fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Spread Collar,Fit: Slim Fit,Print or Pattern Type: Solid,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Maroon and black checked casual shirt, has a mandarin collar, long sleeves, curved hem",Regular Fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Mandarin Collar,Fit: Regular Fit,Print or Pattern Type: Grid Tattersall Checks,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"White solid T-shirt, has a round neck, short sleeves",The model (height 6') is wearing a size XL,Fabric: Pure Cotton,Fit: Regular Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Round Neck,Occasion: Casual,Pattern: Solid
"Maroon solid casual shirt, has a mandarin collar, long sleeves, curved hem",Regular Fit The model (height 6') is wearing a size 40,Sleeve Length: Long Sleeves,Collar: Mandarin Collar,Fit: Regular Fit,Print or Pattern Type: Textured,Occasion: Casual,Length: Regular,Hemline: Curved,Placket: Button Placket
"Blue Tshirt for men   Solid   Regular length   Polo collar   Short,  regular sleeves   Knitted cotton fabric   Button closure","Slim FitSize worn by the model: MChest: 39''Height: 6'2""",Closure: Button,Fabric: Cotton,Fabric 2: Polyester,Fit: Slim Fit,Length: Regular,Main Trend: New Basics,Multipack Set: Single,Neck: Polo Collar
